"","SMD_pid","TRA_leafherb","TRA_stemfeed","TRA_leafcurling","TRA_branchno","TRA_stemlen","TRA_node","TRA_basic","TRA_leafbio","TRA_stembio","TRA_branchbio","TRA_abovebio","TRA_SLA","TRA_SSL","TRA_BI","TRA_trichome","TRA_saponins","TRA_lignin","TRA_N","TRA_C","TRA_CN","SOL_water","SOL_PH","SOL_SOM","SOL_SC","SOL_SN","SOL_SCN","SOL_NH","SOL_NO","SOL_AP"
"1","S1P1-1",-2.06176650773718,-1.1829129156136,-0.942627742279544,-0.557522002059534,1.59268055332101,0.918092919377944,0.171978428353827,0.403485020485275,-0.274340401587347,0.154077724158726,0.0195137549371567,-0.264466937681662,-0.195350940815753,-0.713164570030453,-1.15143827486598,0.271809891578515,1.15034306586875,0.182091999581926,-1.57481375783452,-0.155086468097906,0.879005912700858,0.977349392425727,3.17918911019422,0.0831413692192313,0.980889111062595,1.24377394907081,0.229397685143099,-0.0578972581177694,-0.280721750206819
"2","S1P1-2",0.914404164646449,-1.12539913097129,1.38769216899717,-0.871380614550536,-1.86046625377633,-1.29959085525703,0.939896051872904,1.25880470469517,-1.26009647452331,-0.839340349784446,2.20178574518136,-1.74245634782769,-1.37057166309588,1.00290158359946,-0.867148232237008,-0.51078704902732,0.047998728341348,1.57960071007013,-0.571914904246103,1.1416310668379,0.338322639045053,-1.40042260284213,0.498477256318769,-0.837612437626335,2.04473529470919,-0.835569603784971,-0.856466374786038,-2.21684412191286,-0.379977418516987
"3","S1P1-3",-0.215621765642482,-1.42938638815092,0.0460141709245244,0.0144060854405265,-0.466837350070633,-0.52244826113702,-0.608729892669138,-1.30330460162542,0.581201403570313,0.0611549855585991,0.327457394501864,2.49349441193903,0.787421814788438,-0.165283253547209,0.960000692684192,0.693370466302843,0.355266158884602,-0.39045235290295,1.18360748158445,-0.306056977078955,-1.01463353512866,0.894376313891792,-1.67856218473262,-0.830637738390838,-0.0857975159502884,-0.276886502942421,1.63010642440907,0.00245075799194459,-1.15084566087449
"4","S1P1-4",-1.12846911733622,0.667432205546483,-1.55723232299946,0.297621201980466,0.43151419188477,0.43298519388865,0.797471469732788,1.76662801077901,-1.11855470977667,-1.43699794575044,-0.383802725849577,-0.948680284518296,1.42849867951292,-0.538675721580891,0.919155016433768,-0.896201913381744,-0.96284591169827,-1.82432147401019,-0.932528807652077,-0.707030352649055,-0.559279360509817,1.11524767933851,0.754895110359324,-1.00053125879545,-0.0288764745518905,0.752123631237858,-0.0749545019516469,1.00885632694188,-1.21926527779852
"5","S1P1-5",0.833341917737859,-0.18149839459978,-0.636988108915728,0.27576056063764,0.492042766674942,0.61227015698668,1.91882264560052,0.417304154558026,1.21413847284278,-0.35933082567271,0.62548008489901,-0.929044858635902,0.097550809820286,-0.97431458517268,-0.136130394133657,0.753127592647234,0.66265589283374,0.171703824856563,0.867300305936502,-0.783811755992234,0.216675528216583,0.680635018819202,-0.100195405162196,-1.23149354425752,-1.37132802896848,-1.48520673662965,-0.255499454797637,1.27599512189979,-0.225323733163109
"6","S1P1-6",-1.62310624249806,0.248308171215583,0.627017861437762,1.12979878195414,-0.363273846714657,-1.09387272324836,0.482330428431595,0.8434071854387,-1.82280952193834,0.169997722293223,-0.186906848187885,-0.332721028205256,-0.66802246147058,-0.202337126490195,2.11949855956801,-1.80303934189856,0.100451258592846,0.314920685972539,0.352632855367015,1.15025394606236,0.486124429170085,-0.879509151893408,-0.106471620821242,0.322284845875877,1.00517978909943,-2.47135380131693,0.599941364581085,-0.357413764208486,-0.040564332127344
"7","S1P1-7",-0.903974065714211,-0.812934809844271,-0.229774062543385,-0.997644438383585,-0.942046173753484,0.406404032260112,-0.499711168168919,0.399267571753532,-0.321684185111667,1.41905975905064,0.227956737742972,-1.54081888483254,2.17919721594913,1.4605743486004,0.992311982114792,-0.0642898401300105,0.117729458674403,0.975127127421509,-1.48622943338231,2.18371168537365,1.02945002387802,-0.46414562116612,0.0425256728362709,-0.826807470376891,1.09065811785496,0.672734883693304,1.4680063987826,2.31641404887527,0.221778593401661
"8","S1P1-8",0.751676888458438,-2.47927892323511,-0.907908985355421,-0.0186825431714985,-0.505060780417617,-0.224012192825508,-0.596273922573691,-0.130217645199761,-0.711589942988387,1.02877919757296,-0.441713764377353,0.0707286977692593,1.1965467665857,-0.96292117240916,-1.10276073723337,-0.790069474043855,-1.1704775320104,0.725424062149871,-0.611427677834657,1.19258321679282,-0.959450632604645,0.10307856845076,0.664487483651745,-0.818415515008805,0.35080981483258,-0.181525238364406,-0.818401066834835,-0.760320604692412,0.118564294339327
"9","S1P1-9",2.20261987864777,-0.399105088209367,0.340467936845922,0.452036359862383,-0.82193152265566,-0.284102883970272,-2.02570534896111,-0.525802626669614,-0.447449308512178,-0.422922313050223,-1.97673766657209,-0.906980612069973,0.0653786159877992,0.422935994505277,1.96885169292416,0.732876961645805,-0.519617157046836,0.197416773163575,-0.848640821595818,0.0831170596532814,1.31497648232222,-1.57449104410559,-1.90169460849333,-0.0347205464398014,0.921263245320073,-0.717437349507405,-0.380973816918862,0.331081492672727,-0.212381373333244
"10","S1P1-10",-0.539744181808823,-1.16806568127524,-0.159039627057566,-0.0999513117247101,-0.6722386161289,0.550355856244941,-1.36024722512695,-0.616489559075077,2.72884925166464,1.44380750203467,0.0810715599788609,-0.40884997777304,-0.51932539245646,-2.5813087054598,0.410422326393245,2.09214048730719,-1.71572451331541,-0.581189449240676,-0.301045320621655,-0.795828216187893,-0.181430868527828,-0.523506099071785,-2.63014417571117,-0.696482362178602,-0.519462998019873,-1.14492026170644,-1.20893348772746,-0.716975689946956,-0.700939424901624
